Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Beae product countdown end at (product.metafields.beae.countdown),Beae product countdown start at (product.metafields.beae.countdown_from),EComposer product countdown end at (product.metafields.ecomposer.countdown),EComposer product countdown start at (product.metafields.ecomposer.countdown_from),Color (product.metafields.shopify.color-pattern),Decoration material (product.metafields.shopify.decoration-material),Drinkware material (product.metafields.shopify.drinkware-material),Material (product.metafields.shopify.material),Shape (product.metafields.shopify.shape),Tableware material (product.metafields.shopify.tableware-material),Vase shape (product.metafields.shopify.vase-shape),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
blue-felicity-ash-tray,Blue Felicity Ash Tray,"<p><strong>Material:</strong><span> Ceramic</span><br><strong>Payment: </strong><span>Cash on Delivery/Bank Transfer</span><br><strong>Delivery:</strong><span> Free</span></p>
<p>This Blue Celico Ash Tray is the perfect way to store ashes. Its elegant shape and design make it a stylish way to contain and dispose of your ashes. Made of durable material, the ash tray is long-lasting and reliable.</p>",My Store,Home & Garden > Smoking Accessories > Ashtrays,"","",true,Title,Default Title,,,,,,,,,0.0,shopify,1,deny,manual,35.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0864/7006/6210/files/096A38D3-D334-4CDA-9965-F11EB15C0234.jpg?v=1771904436,1,"",false,,,,,,,,,,,,,,,,,,,kg,,2.49,active
blue-flower-bowl-with-cap,Blue Flower Bowl with Cap,"<p><strong>Overview</strong></p>
<ul>
<li>Made of stoneware.</li>
<li>Hand-glazed and hand-painted.</li>
<li>Made in Pakistan</li>
</ul>
<p>Each piece of this authentic dinnerware is painted by hand and reflects the fine artistry of the skilled artisan; no two pieces are exactly the same.</p>
<p><strong>Dimensions:</strong> 6.5'' L (Cap)</p>
<p>                      7.5'' Diameter X 1.5'' Deep (Bowl)</p>
<p><strong>Usage</strong>: This cover plate can be used to keep things warm and can be present in fresh always. </p>
<p><strong>Delivery:</strong> Free</p>
<p><strong>Payment:</strong> Cash on Delivery </p>
<p><strong>Care label: </strong>Dishwasher and microwave safe.</p>
<p>While dishes are microwave-safe, they may become hot. Handle carefully.</p>",My Store,Home & Garden > Kitchen & Dining > Tableware > Dinnerware > Bowls,"","",true,Title,Default Title,,,,,,,,,0.0,shopify,1,deny,manual,35.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0864/7006/6210/files/F5E18737-BC5C-4C8A-A200-2671554FFA2A.jpg?v=1771904435,1,"",false,,,,,,,,,,,,,,,,,,,kg,,14.27,active
antique-dark-blue-platter-large,Antique Dark Blue Platter - Large,"<p><span>The richly colored glazed piece is hand made by our professional artisans of Multan. It features ocean blue under tone and abstract pattern in round shape that gives it an artisan-made professional look. This big platter can be used for presenting rice, BBQ, salads, and noodles.</span></p>
<p><strong>Material</strong>: Ceramic</p>
<ul>
<li>Hand-glazed and hand-painted.</li>
</ul>
<ul>
<li>Sold as individually. </li>
</ul>
<ul>
<li>Lead-free.</li>
</ul>
<ul>
<li>Food, Oven, Microwave and Dishwasher Safe.</li>
</ul>
<ul>
<li>Made in Pakistan. </li>
</ul>
<p><strong>Dimensions: </strong>Overall: 13'' Diameter            </p>
<p><strong>Shipping</strong></p>
<p>Courier will deliver most in-stock items within 2-3 business days.</p>
<p>No Delivery Charges at all.</p>
<p>We are dealing in best quality products, as these are handmade and hand painted, there may be very minor difference in design and shape between the two. Brush strokes may appear on the back.</p>",My Store,Home & Garden > Kitchen & Dining > Tableware > Serveware > Serving Platters,"","",true,Title,Default Title,,,,,,,,,0.0,shopify,1,deny,manual,56.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0864/7006/6210/files/883230B1-B945-4132-AC41-A71E35B934AC.jpg?v=1771904433,1,"",false,,,,,,,,,,,,,,,,,,,kg,,21.40,active
multi-flower-oval-dish,Multi Flower Oval Dish,"<p>This piece of the ceramic dish is large in size and has an oval shape. Designed for bigger servings. It features an intricate pattern mixed with an abstract ocean blue undertone. Hand crafted by the skilled artisans of Multan. This beautiful dish can be used for presenting Rice, BBQ, and many more.</p>
<p><strong>Material</strong>: Ceramic</p>
<ul>
<li>Hand-glazed and hand-painted.</li>
</ul>
<ul>
<li>Sold as individually. </li>
</ul>
<ul>
<li>Lead-free.</li>
</ul>
<ul>
<li>Food, Oven, Microwave, and Dishwasher Safe.</li>
</ul>
<ul>
<li>Made in Pakistan.           </li>
</ul>
<p><strong>Dimensions:<span> </span></strong>15” L X 8'' W X 1.5'' Deep </p>
<p><strong>Shipping</strong></p>
<p>Courier will deliver most in-stock items within 2-3 business days.</p>
<p><strong>Free Delivery all over Pakistan.</strong></p>
<p><span>We are dealing in best quality products, as these are handmade and hand-painted, there may be very minor difference in design and shape between the two. Brushstrokes may appear on the back.</span></p>",My Store,Home & Garden > Kitchen & Dining > Tableware > Serveware,"","",true,Title,Default Title,,,,,,,,,0.0,shopify,1,deny,manual,14.27,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0864/7006/6210/files/C4526683-7A70-40E9-BC8B-7F0A3D46A74B.jpg?v=1771904433,1,"",false,,,,,,,,,,,,,,,,,,,kg,,14.27,active
multi-flower-quarter-plate,Multi Flower Quarter Plate,"<p><span>This new Multi flower quarter plate is a demonstration of its superb craftsmanship. Each piece of this authentic dinnerware is painted by hand and reflects the fine artistry of the skilled artisan. This unique masterpiece can be used to serve food to enhance hospitality. </span></p>
<p><strong>Material</strong>: Ceramic</p>
<ul>
<li>Hand-glazed and hand-painted.</li>
</ul>
<ul>
<li>Sold as individually. </li>
</ul>
<ul>
<li>Lead-free.</li>
</ul>
<ul>
<li>Food, Oven, Microwave, and Dishwasher Safe.</li>
</ul>
<ul>
<li>Made in Pakistan. </li>
</ul>
<p><strong>Dimensions: </strong>Overall: 8'' Diameter            </p>
<p><strong>Shipping</strong></p>
<p>Courier will deliver most in-stock items within 2-3 business days.</p>
<p><strong>Free Delivery all over Pakistan.</strong></p>
<p>We are dealing in best quality products, as these are handmade and hand-painted, there may be very minor difference in design and shape between the two. Brushstrokes may appear on the back.</p>",My Store,Home & Garden > Kitchen & Dining > Tableware > Dinnerware > Plates,"","",true,Title,Default Title,,,,,,,,,0.0,shopify,1,deny,manual,28.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0864/7006/6210/files/198C05C2-454F-4461-9E5C-D0AA10684FDC.jpg?v=1771904432,1,"",false,,,,,,,,,,,,,,,,,,,kg,,4.10,active
new-multi-soup-bowl-set-of-2,New Multi Soup Bowl - Set of 2,"<p>These beautiful Small bowls come from tranquility family. These bowls are hand painted and hand crafted by the skilled artisans. The glaze is put by hands for the artisan made look. Produced in Multan. This bowl can be used for desserts, soups, and Raitas to enhance hospitality. </p>
<p><strong>Material</strong>: Ceramic</p>
<ul>
<li>Hand-glazed and hand-painted.</li>
</ul>
<ul>
<li>Sold as set of 2. </li>
</ul>
<ul>
<li>Lead-free.</li>
</ul>
<ul>
<li>Food, Oven, Microwave and Dishwasher Safe.</li>
</ul>
<ul>
<li>Made in Pakistan. </li>
</ul>
<p><strong>Dimensions: </strong>Overall: 5'' Diameter X 3'' Depth            </p>
<p><strong>Shipping</strong></p>
<p>Courier will deliver most in-stock items within 2-3 business days.</p>
<p><strong>Free Delivery all over Pakistan.</strong></p>
<p>We are dealing in best quality products, as these are handmade and hand painted, there may be very minor difference in design and shape between the two. Brush strokes may appear on the back.</p>",My Store,Home & Garden > Kitchen & Dining > Tableware > Dinnerware > Bowls,"","",true,Title,Default Title,,,,,,,,,0.0,shopify,1,deny,manual,48.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0864/7006/6210/files/5758CA33-AEF6-4729-B507-EBDB4BA51142.jpg?v=1771904431,1,"",false,,,,,,,,,,,,,,,,,,,kg,,7.85,active
new-multi-square-dish-medium,New Multi Square Dish - Medium,"<p>This is a small sized dish made of ceramic by hands. It features an intricate pattern in deep blue and brown undertones. Hand crafted and hand painted by the artisans of Multan.<span> This dish can be used for kababs, rice, salad and many more dishes to enhance hospitality. </span></p>
<p><strong>Material</strong>: Ceramic</p>
<ul>
<li>Hand-glazed and hand-painted.</li>
</ul>
<ul>
<li>Sold as individually. </li>
</ul>
<ul>
<li>Lead-free.</li>
</ul>
<ul>
<li>Food, Oven, Microwave and Dishwasher Safe.</li>
</ul>
<ul>
<li>Made in Pakistan. </li>
</ul>
<p><strong>Dimensions: </strong>Overall: 9.5'' Diameter X 1.5'' Depth            </p>
<p><strong>Shipping</strong></p>
<p>TCS will deliver most in-stock items within 2-3 business days.</p>
<p>No Delivery Charges at all.</p>
<p>We are dealing in best quality products, as these are handmade and hand painted, there may be very minor difference in design and shape between the two. Brush strokes may appear on the back.</p>",My Store,Home & Garden > Kitchen & Dining > Tableware > Serveware,"","",true,Title,Default Title,,,,,,,,,0.0,shopify,1,deny,manual,48.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0864/7006/6210/files/A604AF81-3583-4ACC-8991-0E891B4EE662.webp?v=1771904430,1,"",false,,,,,,,,,,,,,,,,,,,kg,,12.48,active
blue-flower-flat-dish-1,Blue Flower Flat Dish,"<p><span>This piece of ceramic offers a flat surface along with blue outlook. The stoneware is hand crafted and hand painted by the skilled artisans of Multan. </span>It is large enough to accommodate big families. Can be used for several dishes at home.</p>
<p><strong>Material</strong>: Ceramic</p>
<ul>
<li>Hand-glazed and hand-painted.</li>
</ul>
<ul>
<li>Sold as individually. </li>
</ul>
<ul>
<li>Lead-free.</li>
</ul>
<ul>
<li>Food, Oven, Microwave and Dishwasher Safe.</li>
</ul>
<ul>
<li>Made in Pakistan. </li>
</ul>
<p><strong>Dimensions: </strong>Overall:<span> </span>12'' Length<span> </span>X 8.5'' Wide<span> </span>          </p>
<p><strong>Shipping</strong></p>
<p>Courier will deliver most in-stock items within 2-3 business days.</p>
<p><strong>Free Delivery all over Pakistan.</strong><br></p>
<p>We are dealing in best quality products, as these are handmade and hand painted, there may be very minor difference in design and shape between the two. Brush strokes may appear on the back.</p>",My Store,Home & Garden > Kitchen & Dining > Tableware > Serveware > Serving Platters,"","",true,Title,Default Title,,,,,,,,,0.0,shopify,1,deny,manual,10.70,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0864/7006/6210/files/IMG_5844.jpg?v=1771904429,1,"",false,,,,,,,,,,,,,,,,,,,kg,,10.70,active
blue-flower-quarter-plate,Blue Flower Quarter Plate,"<section id=""shopify-section-template--15300359192658__main"" class=""shopify-section section"">
<div class=""page-width"">
<div class=""product product--small product--left product--thumbnail_slider product--mobile-hide grid grid--1-col grid--2-col-tablet"">
<div class=""product__info-wrapper grid__item scroll-trigger animate--slide-in"">
<section id=""ProductInfo-template--15300359192658__main"" class=""product__info-container product__column-sticky"">
<div class=""product__description rte quick-add-hidden"">
<p>This beautiful hand-painted piece with a multi-colored flower pattern is ideal for any meal. Hand-made by our very own artisans in Multan sized to accommodate smaller cabinets. This plate can be used for serving and for any meal including salads, pasta, rice, etc. </p>
<p><strong>Material</strong>: Ceramic</p>
<ul>
<li>Hand-glazed and hand-painted.</li>
</ul>
<ul>
<li>Sold as Individually. </li>
</ul>
<ul>
<li>Lead-free.</li>
</ul>
<ul>
<li>Food, Oven, Microwave, and Dishwasher Safe.</li>
</ul>
<ul>
<li>Made in Pakistan. </li>
</ul>
<p><strong>Dimensions: </strong>Overall: 8'' Diameter            </p>
<p><strong>Shipping</strong></p>
<p>Courier will deliver most in-stock items within 2-3 business days.</p>
<p>No Delivery Charges at all.</p>
<p>We are dealing in best quality products, as these are handmade and hand-painted, there may be very minor difference in design and shape between the two. Brush strokes may appear on the back. </p>
</div>
</section>
</div>
</div>
</div>
</section>",My Store,Home & Garden > Kitchen & Dining > Tableware > Dinnerware > Plates,"","",true,Title,Default Title,,,,,,,,,0.0,shopify,1,deny,manual,30.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0864/7006/6210/files/88FF5E68-EDF8-47BD-B659-720EDEE30F10_08507943-725a-4f33-b52d-e1941e732ac7.jpg?v=1771904428,1,"",false,,,,,,,,,,,,,,,,,,,kg,,14.26,active
blue-flower-small-bowl-set-of-2,Blue Flower Small Bowl - Set of 2,"<p><span>The ceramic bowl has a unique shape combined with a traditional design. It features a blue undertone intricate pattern. Hand-glazed for the artisan-made look. Hand-painted and handcrafted by the skilled artisans of Multan. This bowl can be used for desserts, soups, and Raitas to enhance hospitality.</span></p>
<p><strong>Material</strong>: Ceramic</p>
<ul>
<li>Hand-glazed and hand-painted.</li>
</ul>
<ul>
<li>Sold as a set of 2. </li>
</ul>
<ul>
<li>Lead-free.</li>
</ul>
<ul>
<li>Food, Oven, Microwave, and Dishwasher Safe.</li>
</ul>
<ul>
<li>Made in Pakistan. </li>
</ul>
<p><strong>Dimensions: </strong>Overall: 5.5'' Diameter X 3'' Deep            </p>
<p><strong>Shipping</strong></p>
<p>The courier will deliver most in-stock items within 2-3 business days.</p>
<p>No Delivery Charges at all.</p>
<p>We are dealing in best quality products, as these are handmade and hand-painted, there may be minor differences in design and shape between the two. Brush strokes may appear on the back. </p>",My Store,Home & Garden > Kitchen & Dining > Tableware > Dinnerware > Bowls,"","",true,Title,Default Title,,,,,,,,,0.0,shopify,1,deny,manual,45.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0864/7006/6210/files/AE08F192-F0BD-4681-98EC-BA4E86F2BD98.jpg?v=1771904426,1,"",false,,,,,,,,,,,,,,,,,,,kg,,28.53,active
blue-heart-small-serving-dish,Blue Heart Small Serving Dish,"<p><span>This ceramic dish is named after its design. It features a prominent white hand-painted flower on one side of the dish and a small white flower pattern on the other side. Hand-painted by the professional artisans of Multan. This dish can be used for serving food such as salads, rice, pasta, desserts, and many more dishes.</span></p>
<p><strong>Material</strong>: Ceramic</p>
<ul>
<li>Hand-glazed and hand-painted.</li>
</ul>
<ul>
<li>Sold as individually. </li>
</ul>
<ul>
<li>Lead-free.</li>
</ul>
<ul>
<li>Food, Oven, Microwave, and Dishwasher Safe.</li>
</ul>
<ul>
<li>Made in Pakistan. </li>
</ul>
<p><strong>Dimensions: </strong>Overall:<span> 7.5</span>'' Diameter X 1'' Depth            </p>
<p><strong>Shipping</strong></p>
<p>Courier will deliver most in-stock items within 2-3 business days.</p>
<p>No Delivery Charges at all.</p>
<p>We are dealing in best quality products, as these are handmade and hand painted, there may be very minor difference in design and shape between the two. Brush strokes may appear on the back.</p>",My Store,Home & Garden > Kitchen & Dining > Tableware > Serveware > Serving Platters,"","",true,Title,Default Title,,,,,,,,,0.0,shopify,1,deny,manual,44.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0864/7006/6210/files/F3D278C2-69CF-420E-90F8-7995F1B824E9.webp?v=1771904425,1,"",false,,,,,,,,,,,,,,,,,,,kg,,35.67,active
